idhog,idper,estrato,comuna,sexo,edad,educ,ascendencia,salud,pobre,ingreso
2015004821,1,M ,14,H,57,7,BLANCA     ,NO,NO,31546
2015004821,3,M ,14,M,27,18,BLANCA     ,NO,NO,21546
2015004832,1,M ,6,H,60,11,BLANCA     ,NO,NO,47553
2015004834,1,MA,1,M,59,12,BLANCA     ,NO,NO,63553
2015004834,2,MA,1,H,56,12,BLANCA     ,NO,NO,66553
2015004836,1,MA,16,M,37,14,BLANCA     ,NO,NO,25554
2015004836,2,MA,16,H,37,16,BLANCA     ,NO,NO,57554
2015004839,1,MB,9,M,42,10,BLANCA     ,NO,SI,10546
2015004842,1,MA,5,M,52,7,BLANCA     ,NO,NO,31546
2015004842,2,MA,5,H,26,12,BLANCA     ,NO,NO,21694
2015004844,2,M ,3,M,53,12,BLANCA     ,NO,NO,36553
2015004848,2,MA,1,M,46,24,BLANCA     ,NO,NO,22639
2015004851,1,M ,11,H,36,12,BLANCA     ,NO,NO,46212
2015004851,2,M ,11,M,32,9,BLANCA     ,NO,NO,34553
2015004853,1,B ,6,M,32,6,AFRO       ,NO,NO,19352
2015004853,2,B ,6,M,52,6,BLANCA     ,SI,NO,31648
2015004865,2,MB,9,M,37,14,BLANCA     ,SI,NO,23000
2015004869,1,M ,14,H,44,4,AFRO       ,NO,NO,27546
2015004869,2,M ,14,M,43,13,BLANCA     ,NO,NO,24546
2015004873,1,MA,3,M,40,12,BLANCA     ,NO,NO,36546
2015004875,1,MB,16,M,53,13,BLANCA     ,NO,NO,35753
2015004877,2,A ,7,M,39,20,BLANCA     ,NO,NO,49546
2015004877,3,A ,7,M,31,14,BLANCA     ,NO,NO,20186
2015004880,1,MA,2,H,38,15,BLANCA     ,NO,NO,54546
2015004880,2,MA,2,M,37,18,BLANCA     ,NO,NO,63546
2015004887,1,MA,2,M,41,10,BLANCA     ,NO,NO,26546
2015004887,3,MA,2,H,41,6,BLANCA     ,NO,NO,15546
2015004888,1,MB,3,H,37,14,BLANCA     ,NO,NO,49233
2015004888,2,MB,3,M,40,14,BLANCA     ,NO,NO,21553
2015004891,1,MA,3,H,39,11,BLANCA     ,NO,NO,36546
2015004892,1,M ,12,H,52,9,BLANCA     ,NO,NO,56908
2015004892,2,M ,12,M,44,12,OTRA       ,NO,NO,33748
2015004893,1,MB,9,H,28,2,AFRO       ,SI,NO,25000
2015004901,1,A ,8,H,60,12,BLANCA     ,NO,NO,36053
2015004901,3,A ,8,H,30,13,BLANCA     ,NO,NO,32553
2015004909,1,MB,11,M,41,16,BLANCA     ,NO,NO,25754
2015004909,2,MB,11,M,37,14,BLANCA     ,NO,NO,16554
2015004922,1,MA,3,M,55,15,BLANCA     ,NO,NO,31778
2015004929,2,A ,7,H,49,18,BLANCA     ,NO,NO,30000
2015004934,1,M ,6,M,39,13,BLANCA     ,NO,NO,27454
2015004934,2,M ,6,H,42,11,BLANCA     ,NO,NO,36554
2015004944,1,B ,17,H,32,9,BLANCA     ,NO,NO,35554
2015004956,1,A ,5,H,47,3,BLANCA     ,NO,NO,24053
2015004956,2,A ,5,M,46,6,BLANCA     ,NO,NO,31697
2015004959,1,A ,7,M,69,10,BLANCA     ,SI,NO,29312
2015004961,1,MA,16,M,51,22,BLANCA     ,NO,NO,47343
2015004963,1,MA,4,M,43,12,BLANCA     ,NO,NO,38833
2015004976,1,M ,1,H,41,12,BLANCA     ,NO,NO,38054
2015004978,1,B ,11,H,30,9,BLANCA     ,NO,NO,22796
2015004978,2,B ,11,M,40,12,BLANCA     ,NO,NO,28546
2015004979,1,M ,2,H,31,17,BLANCA     ,NO,NO,26546
2015004979,2,M ,2,H,25,16,OTRA       ,NO,NO,16546
2015004989,1,MA,5,H,40,10,BLANCA     ,NO,NO,37542
2015004990,3,A ,5,H,65,10,BLANCA     ,NO,NO,28548
2015004990,4,A ,5,H,28,14,BLANCA     ,NO,NO,24048
2015004991,2,MA,5,H,56,12,BLANCA     ,NO,NO,57553
2015004995,2,MB,14,H,33,9,BLANCA     ,NO,NO,34446
2015005000,2,A ,16,H,33,18,BLANCA     ,NO,NO,61553
2015005002,1,A ,5,M,38,14,BLANCA     ,NO,NO,16554
2015005007,1,M ,3,H,26,13,BLANCA     ,NO,NO,28546
2015005007,2,M ,3,H,25,14,BLANCA     ,NO,NO,26546
2015005008,2,MB,18,H,36,2,BLANCA     ,NO,NO,21553
2015005009,1,MB,9,H,44,9,BLANCA     ,NO,NO,36996
2015005009,2,MB,9,M,38,10,BLANCA     ,NO,NO,15366
2015005010,1,MA,2,M,26,15,BLANCA     ,NO,NO,17453
2015005010,2,MA,2,M,24,13,BLANCA     ,NO,NO,16723
2015005018,1,M ,14,M,28,18,BLANCA     ,NO,NO,29554
2015005026,1,M ,14,H,52,12,BLANCA     ,NO,NO,61554
2015005026,3,M ,14,H,25,13,BLANCA     ,NO,NO,18554
2015005033,1,MB,11,M,33,16,BLANCA     ,NO,NO,19053
2015005036,1,M ,14,H,30,9,BLANCA     ,NO,NO,21554
2015005036,2,M ,14,M,30,9,BLANCA     ,NO,NO,21554
2015005044,1,M ,16,M,32,11,BLANCA     ,NO,NO,19554
2015005046,1,B ,9,H,49,3,AFRO       ,NO,NO,21106
2015005046,2,B ,9,M,49,9,BLANCA     ,NO,NO,13553
2015005046,4,B ,9,H,25,9,BLANCA     ,NO,NO,43433
2015005051,2,B ,17,H,40,6,BLANCA     ,NO,NO,32180
2015005053,1,M ,1,M,57,16,BLANCA     ,SI,NO,52548
2015005062,1,M ,14,H,24,10,BLANCA     ,NO,NO,24546
2015005075,1,M ,14,M,62,3,BLANCA     ,NO,NO,16174
2015005075,3,M ,14,M,41,9,BLANCA     ,NO,NO,12554
2015005079,1,MB,17,M,50,14,BLANCA     ,NO,NO,21546
2015005101,1,MA,3,H,67,11,BLANCA     ,NO,NO,30354
2015005104,1,B ,14,M,22,10,BLANCA     ,NO,NO,16554
2015005104,2,B ,14,H,27,9,BLANCA     ,NO,NO,25554
2015005111,2,A ,5,M,47,18,BLANCA     ,NO,NO,30000
2015005117,2,MA,1,M,52,12,BLANCA     ,NO,NO,31553
2015005123,1,M ,5,H,63,9,BLANCA     ,NO,NO,16548
2015005132,2,M ,11,M,41,17,BLANCA     ,NO,NO,32546
2015005135,2,MA,2,M,21,15,BLANCA     ,NO,NO,13546
2015005141,3,MA,7,M,60,10,BLANCA     ,SI,NO,24046
2015005146,1,MA,6,M,53,22,BLANCA     ,NO,NO,54853
2015005146,2,MA,6,H,52,12,BLANCA     ,NO,NO,57777
2015005148,1,B ,11,M,49,15,BLANCA     ,NO,NO,24159
2015005148,3,B ,11,M,20,11,BLANCA     ,NO,NO,12554
2015005149,1,M ,11,M,31,17,BLANCA     ,NO,NO,29553
2015005149,2,M ,11,H,31,10,AFRO       ,NO,NO,28681
2015005161,1,MB,14,H,31,6,OTRA       ,NO,NO,47148
2015005179,1,B ,18,H,60,6,AFRO       ,NO,SI,11500
2015005193,1,MB,18,H,46,9,BLANCA     ,NO,NO,41546
2015005193,2,MB,18,M,41,9,BLANCA     ,NO,NO,16546
2015005198,1,MB,6,M,56,10,BLANCA     ,NO,NO,21554
2015005208,1,B ,17,H,60,6,BLANCA     ,SI,NO,15000
2015005214,1,M ,3,M,30,14,BLANCA     ,SI,NO,31553
2015005214,2,M ,3,H,39,12,BLANCA     ,NO,NO,38212
2015005215,1,B ,18,M,55,6,BLANCA     ,NO,NO,26546
2015005215,2,B ,18,M,23,13,BLANCA     ,NO,NO,16046
2015005218,3,B ,9,H,23,6,AFRO       ,SI,SI,17148
2015005221,1,B ,18,H,45,6,BLANCA     ,SI,SI,10000
2015005233,1,A ,4,H,33,10,BLANCA     ,NO,NO,43554
2015005234,1,MB,17,H,56,16,BLANCA     ,NO,NO,39548
2015005240,2,MB,13,H,24,8,AFRO       ,SI,SI,14353
2015005247,1,B ,17,H,39,6,BLANCA     ,NO,NO,27546
2015005252,1,M ,16,M,39,19,BLANCA     ,NO,NO,23553
2015005252,2,M ,16,H,32,15,BLANCA     ,NO,NO,26553
2015005254,1,M ,9,H,25,14,BLANCA     ,NO,NO,60553
2015005254,2,M ,9,M,27,14,BLANCA     ,NO,NO,54053
2015005265,1,M ,16,H,63,9,BLANCA     ,NO,NO,27546
2015005265,2,M ,16,M,63,8,BLANCA     ,NO,NO,18966
2015005273,2,B ,17,H,21,11,BLANCA     ,NO,NO,16553
2015005273,3,B ,17,M,52,9,BLANCA     ,NO,NO,21753
2015005273,4,B ,17,M,26,12,BLANCA     ,NO,NO,18553
2015005274,2,M ,12,H,55,11,BLANCA     ,SI,SI,11000
2015005276,1,MB,17,H,58,8,BLANCA     ,SI,NO,19000
2015005276,2,MB,17,M,49,6,BLANCA     ,NO,NO,14900
2015005277,1,MB,17,H,54,12,BLANCA     ,SI,NO,30000
2015005283,2,A ,8,H,55,17,BLANCA     ,NO,NO,69554
2015005283,3,A ,8,H,25,14,BLANCA     ,NO,NO,21554
2015005300,1,MA,4,H,33,9,BLANCA     ,NO,NO,60000
2015005300,2,MA,4,M,34,12,BLANCA     ,NO,NO,41553
2015005302,1,A ,5,H,53,15,BLANCA     ,NO,NO,70554
2015005303,1,A ,5,M,60,19,BLANCA     ,NO,NO,31546
2015005325,2,A ,7,H,25,18,BLANCA     ,NO,NO,21546
2015005338,1,MA,3,M,24,13,BLANCA     ,NO,NO,31073
2015005338,2,MA,3,H,30,12,BLANCA     ,NO,NO,21553
2015005340,1,M ,13,H,37,13,AFRO       ,NO,NO,39546
2015005342,2,MA,2,M,45,16,BLANCA     ,NO,NO,36053
2015005344,2,MA,1,H,33,10,BLANCA     ,NO,NO,28553
2015005351,2,A ,8,H,50,11,BLANCA     ,NO,NO,28434
2015005355,1,B ,17,H,41,8,BLANCA     ,NO,SI,22546
2015005356,2,MB,13,H,53,6,BLANCA     ,SI,SI,15000
2015005364,1,B ,10,H,27,9,BLANCA     ,NO,NO,34554
2015005364,2,B ,10,M,22,9,AFRO       ,NO,NO,11599
2015005368,1,B ,9,H,40,5,BLANCA     ,SI,NO,30706
2015005371,1,M ,11,M,50,12,BLANCA     ,NO,NO,42548
2015005379,1,M ,14,H,63,13,BLANCA     ,NO,NO,34546
2015005383,1,M ,1,H,22,12,BLANCA     ,NO,NO,14966
2015005383,2,M ,1,M,30,14,BLANCA     ,NO,NO,23212.66667
2015005390,1,A ,8,M,40,15,BLANCA     ,NO,NO,24046
2015005390,2,A ,8,H,42,11,BLANCA     ,NO,NO,53546
2015005395,1,B ,18,M,59,4,BLANCA     ,NO,NO,16100
2015005398,1,MB,9,M,52,0,BLANCA     ,NO,NO,28800
2015005398,2,MB,9,H,24,12,BLANCA     ,NO,NO,15553
2015005399,1,B ,10,H,37,7,BLANCA     ,SI,SI,17546
2015005406,1,M ,13,H,43,18,BLANCA     ,NO,NO,25554
2015005406,2,M ,13,M,35,14,BLANCA     ,SI,NO,12000
2015005408,1,MA,2,M,52,21,BLANCA     ,NO,NO,46546
2015005409,1,A ,5,M,31,16,BLANCA     ,NO,NO,29854
2015005413,2,A ,8,M,55,14,BLANCA     ,NO,NO,33546
2015005424,1,MB,9,H,40,8,BLANCA     ,NO,NO,21546
2015005425,2,MA,5,M,30,18,BLANCA     ,NO,NO,32093
2015005427,2,MB,9,M,43,9,BLANCA     ,NO,NO,26553
2015005429,1,MA,2,M,34,17,BLANCA     ,NO,NO,21354
2015005429,2,MA,2,H,44,9,BLANCA     ,NO,NO,37934
2015005437,1,M ,11,H,66,8,BLANCA     ,NO,NO,24546
2015005440,1,MA,8,M,25,14,BLANCA     ,NO,NO,18554
2015005440,2,MA,8,H,24,8,OTRA       ,NO,NO,32054
2015005440,3,MA,8,H,26,9,BLANCA     ,NO,NO,15554
2015005441,1,M ,2,H,22,14,BLANCA     ,NO,NO,18738
2015005444,1,MB,14,H,38,11,BLANCA     ,NO,NO,36853
2015005444,2,MB,14,M,34,12,BLANCA     ,NO,NO,31753
2015005445,1,MB,9,H,37,6,BLANCA     ,SI,NO,26500
2015005449,1,MA,2,M,41,12,BLANCA     ,NO,NO,18000
2015005466,1,A ,5,H,60,18,BLANCA     ,NO,NO,43053
2015005468,4,MA,9,M,65,10,BLANCA     ,NO,NO,44546
2015005471,1,MA,5,H,35,16,BLANCA     ,NO,NO,31553
2015005471,2,MA,5,M,27,13,BLANCA     ,NO,NO,20553
2015005472,1,A ,7,M,57,14,BLANCA     ,NO,NO,33016
2015005472,2,A ,7,H,54,12,BLANCA     ,NO,NO,26154
2015005473,1,A ,5,H,53,16,BLANCA     ,NO,NO,70000
2015005473,2,A ,5,H,22,14,BLANCA     ,NO,NO,16553
2015005474,1,A ,5,H,46,4,BLANCA     ,NO,NO,20000
2015005478,1,MA,6,M,50,18,BLANCA     ,NO,NO,62554
2015005479,2,B ,14,M,36,11,BLANCA     ,NO,NO,11546
2015005483,1,MB,13,H,50,6,AFRO       ,NO,NO,23092
2015005491,1,M ,11,M,45,17,BLANCA     ,NO,NO,25108
2015005491,2,M ,11,H,46,8,BLANCA     ,NO,NO,18346
2015005493,1,B ,18,H,61,6,BLANCA     ,NO,NO,18000
2015005493,3,B ,18,M,29,16,BLANCA     ,NO,NO,28963
2015005499,2,B ,10,H,37,6,BLANCA     ,NO,SI,17554
2015005501,1,B ,14,M,52,8,BLANCA     ,NO,NO,13546
2015005501,2,B ,14,M,27,12,BLANCA     ,NO,NO,18546
2015005502,1,MB,2,H,26,10,BLANCA     ,SI,NO,49553
2015005502,2,MB,2,M,27,10,BLANCA     ,NO,NO,22553
2015005506,1,MB,14,H,66,7,BLANCA     ,NO,NO,19753
2015005507,1,A ,5,M,42,17,BLANCA     ,NO,NO,31553
2015005507,2,A ,5,H,46,12,BLANCA     ,NO,NO,61553
2015005511,3,B ,9,H,20,8,BLANCA     ,SI,SI,25548
2015005512,2,M ,11,H,42,6,AFRO       ,NO,NO,23286
2015005516,1,MB,13,M,67,6,BLANCA     ,NO,NO,24458
2015005516,2,MB,13,M,33,9,BLANCA     ,NO,NO,18554
2015005526,1,M ,13,M,55,19,BLANCA     ,NO,NO,28000
2015005528,1,B ,9,M,41,15,BLANCA     ,NO,NO,45000
2015005529,1,M ,6,H,52,17,BLANCA     ,NO,NO,16546
2015005529,2,M ,6,M,51,16,BLANCA     ,NO,NO,35546
2015005529,3,M ,6,M,26,16,BLANCA     ,NO,NO,15546
2015005529,4,M ,6,M,24,13,BLANCA     ,NO,NO,18546
2015005533,1,B ,9,H,60,6,BLANCA     ,SI,NO,22000
2015005537,1,M ,12,H,34,9,BLANCA     ,NO,NO,21553
2015005537,2,M ,12,M,27,16,BLANCA     ,NO,NO,41553
2015005541,2,A ,5,M,28,15,BLANCA     ,NO,NO,15546
2015005542,1,M ,11,M,37,11,BLANCA     ,NO,NO,26554
2015005542,2,M ,11,H,37,11,BLANCA     ,NO,NO,54554
2015005546,3,A ,5,M,26,16,BLANCA     ,NO,NO,19554
2015005548,1,M ,2,M,70,20,BLANCA     ,NO,NO,24553
2015005554,3,M ,14,H,35,10,AFRO       ,SI,NO,20000
2015005559,1,MA,5,M,68,6,BLANCA     ,NO,NO,20953
2015005559,2,MA,5,M,31,15,BLANCA     ,NO,NO,24153
2015005561,1,MB,9,H,41,8,BLANCA     ,NO,NO,16546
2015005561,2,MB,9,M,31,6,AFRO       ,NO,NO,15546
2015005566,1,B ,14,M,26,9,BLANCA     ,SI,NO,13024
2015005571,1,B ,17,M,58,9,BLANCA     ,SI,NO,13000
2015005571,2,B ,17,M,28,7,BLANCA     ,NO,NO,23554
2015005573,2,M ,14,H,45,6,BLANCA     ,NO,NO,36973
2015005573,3,M ,14,M,20,11,BLANCA     ,NO,NO,14053
2015005576,1,M ,13,M,48,9,BLANCA     ,NO,NO,27048
2015005584,1,M ,11,H,49,12,BLANCA     ,NO,NO,41546
2015005591,2,MB,13,M,27,10,BLANCA     ,NO,NO,14554
2015005591,4,MB,13,M,25,8,BLANCA     ,NO,NO,15054
2015005601,1,MA,16,H,44,15,BLANCA     ,NO,NO,39553
2015005601,2,MA,16,M,44,20,BLANCA     ,NO,NO,67153
2015005602,1,MB,11,M,40,12,BLANCA     ,NO,NO,21453
2015005602,2,MB,11,H,44,9,BLANCA     ,NO,NO,35553
2015005602,3,MB,11,H,18,11,BLANCA     ,NO,NO,15053
2015005609,1,B ,9,H,29,13,BLANCA     ,NO,NO,25553
2015005609,2,B ,9,M,26,11,BLANCA     ,NO,NO,21553
2015005610,1,A ,5,M,37,15,BLANCA     ,NO,NO,43000
2015005613,1,MA,5,M,28,17,BLANCA     ,NO,NO,21548
2015005613,2,MA,5,M,60,16,BLANCA     ,NO,NO,16548
2015005619,1,M ,2,H,55,10,BLANCA     ,NO,NO,46766
2015005623,1,MA,3,H,75,6,BLANCA     ,NO,NO,10000
2015005627,1,B ,18,M,46,6,BLANCA     ,NO,NO,13546
2015005627,2,B ,18,M,22,10,BLANCA     ,NO,NO,16546
2015005628,2,B ,11,H,30,9,BLANCA     ,NO,NO,27888
2015005630,1,MB,17,H,65,6,BLANCA     ,NO,NO,22411
2015005633,1,M ,6,M,58,11,BLANCA     ,NO,NO,25553
2015005638,1,MA,2,M,53,15,BLANCA     ,NO,NO,21553
2015005643,1,M ,13,H,46,9,OTRA       ,NO,NO,20546
2015005652,1,M ,14,H,35,10,BLANCA     ,NO,NO,26553
2015005652,2,M ,14,M,28,14,BLANCA     ,NO,NO,27553
2015005655,1,MA,15,M,38,16,BLANCA     ,NO,SI,17546
2015005655,2,MA,15,H,40,11,BLANCA     ,NO,SI,13546
2015005657,2,MB,13,H,45,16,BLANCA     ,NO,NO,43954
2015005657,3,MB,13,M,35,11,BLANCA     ,NO,NO,13434
2015005658,2,MB,14,H,63,13,BLANCA     ,NO,NO,19553
2015005659,2,MA,7,M,69,3,BLANCA     ,NO,NO,13353
2015005665,1,M ,4,M,34,12,BLANCA     ,NO,NO,62553
2015005665,2,M ,4,H,53,9,BLANCA     ,NO,NO,52553
2015005670,1,B ,14,H,55,8,BLANCA     ,NO,NO,13333.33333
2015005670,2,B ,14,M,50,7,BLANCA     ,NO,NO,17038
2015005674,1,B ,9,H,42,10,AFRO       ,NO,NO,30748
2015005675,1,M ,13,H,29,9,BLANCA     ,NO,NO,21546
2015005678,1,M ,14,H,41,7,BLANCA     ,NO,NO,47803
2015005678,2,M ,14,M,39,12,BLANCA     ,NO,NO,31553
2015005689,1,MB,14,M,60,11,BLANCA     ,NO,NO,13553
2015005690,1,M ,13,M,60,13,BLANCA     ,NO,NO,13546
2015005692,1,MA,5,M,31,16,BLANCA     ,NO,NO,18553
2015005697,1,B ,17,H,42,11,BLANCA     ,NO,NO,46546
2015005698,1,M ,12,H,51,12,BLANCA     ,NO,NO,63219.66667
2015005698,2,M ,12,H,21,12,BLANCA     ,SI,NO,12000
2015005699,1,B ,11,H,43,11,OTRA       ,NO,NO,12000
2015005702,1,MA,7,H,62,18,BLANCA     ,NO,NO,68219.66667
2015005702,2,MA,7,M,58,12,BLANCA     ,NO,NO,39553
2015005706,1,MA,2,M,31,17,BLANCA     ,NO,NO,37485
2015005710,3,M ,17,M,40,12,BLANCA     ,NO,NO,13546
2015005710,4,M ,17,H,41,9,BLANCA     ,NO,NO,16546
2015005727,1,B ,10,M,60,8,BLANCA     ,NO,NO,12053
2015005735,1,MB,14,H,57,7,BLANCA     ,NO,NO,30000
2015005736,1,M ,13,H,50,6,BLANCA     ,SI,NO,16546
2015005742,1,B ,14,M,59,6,BLANCA     ,NO,NO,14046
2015005757,3,A ,8,H,21,12,BLANCA     ,NO,NO,16546
2015005771,2,M ,13,M,36,12,BLANCA     ,NO,NO,23553
2015005771,3,M ,13,H,39,6,BLANCA     ,NO,NO,31553
2015005772,1,M ,2,M,26,16,BLANCA     ,NO,NO,37546
2015005772,2,M ,2,H,25,15,BLANCA     ,NO,NO,26546
2015005777,1,MB,9,H,63,6,BLANCA     ,NO,NO,10553
2015005777,2,MB,9,M,53,12,BLANCA     ,NO,NO,15153
2015005778,1,M ,9,H,41,6,BLANCA     ,SI,SI,13000
2015005778,2,M ,9,M,41,8,BLANCA     ,NO,SI,12546
2015005779,1,M ,3,H,50,17,BLANCA     ,NO,NO,22754
2015005800,1,MA,2,H,29,12,OTRA       ,NO,NO,25000
2015005800,2,MA,2,M,31,12,BLANCA     ,NO,NO,37554
2015005803,1,B ,9,H,34,6,BLANCA     ,NO,NO,22146
2015005803,2,B ,9,M,37,6,BLANCA     ,NO,NO,17450
2015005805,1,B ,9,H,43,12,BLANCA     ,NO,NO,41554
2015005810,1,B ,11,H,38,7,BLANCA     ,SI,NO,10554
2015005810,2,B ,11,M,45,6,BLANCA     ,NO,NO,21554
2015005812,1,A ,5,M,64,12,BLANCA     ,NO,NO,52387.33333
2015005812,2,A ,5,H,29,13,OTRA       ,NO,NO,33554
2015005816,1,MB,14,M,57,8,BLANCA     ,NO,NO,26638
2015005816,4,MB,14,M,19,8,BLANCA     ,NO,NO,15000
2015005820,1,MA,1,H,25,15,BLANCA     ,NO,NO,32000
2015005820,2,MA,1,H,40,15,BLANCA     ,NO,NO,20546
2015005832,1,A ,7,M,52,17,BLANCA     ,NO,NO,39570
2015005836,1,A ,5,H,44,15,BLANCA     ,NO,NO,39879.33333
2015005839,1,MA,7,M,48,9,BLANCA     ,NO,NO,12000
2015005839,2,MA,7,H,54,10,BLANCA     ,NO,NO,54233
2015005845,2,M ,1,M,37,11,BLANCA     ,NO,NO,42448
2015005847,1,MA,3,M,33,17,BLANCA     ,NO,NO,35000
2015005847,2,MA,3,H,36,9,BLANCA     ,NO,NO,18546
2015005848,1,MA,13,M,45,6,AFRO       ,NO,NO,27342
2015005848,2,MA,13,H,45,6,BLANCA     ,SI,NO,17554
2015005848,3,MA,13,M,17,11,BLANCA     ,NO,NO,12434
2015005855,1,A ,5,H,54,16,BLANCA     ,SI,NO,81553
2015005855,2,A ,5,M,53,16,BLANCA     ,NO,NO,45053
2015005856,2,M ,9,M,62,6,BLANCA     ,NO,NO,22672
2015005857,1,MB,13,H,39,9,BLANCA     ,NO,SI,15548
2015005858,1,MA,4,H,33,12,BLANCA     ,NO,NO,26554
2015005861,3,M ,6,M,30,15,BLANCA     ,NO,NO,12253
2015005862,1,M ,12,H,32,11,BLANCA     ,NO,NO,17553
2015005862,4,M ,12,M,25,9,AFRO       ,NO,NO,11623
2015005872,2,MB,11,M,32,16,BLANCA     ,NO,NO,16546
2015005875,1,MA,16,H,56,12,BLANCA     ,NO,NO,34496
2015005875,2,MA,16,M,50,16,BLANCA     ,NO,NO,24046
2015005883,1,MB,9,H,50,11,BLANCA     ,NO,NO,26554
2015005884,2,MA,3,H,62,20,BLANCA     ,NO,NO,71546
2015005886,1,MA,7,H,24,17,BLANCA     ,NO,NO,40000
2015005887,1,MA,1,H,25,12,BLANCA     ,NO,NO,28546
2015005893,2,MA,7,M,62,10,BLANCA     ,NO,NO,11152
2015005905,1,MA,1,M,30,12,BLANCA     ,NO,NO,23546
2015005908,1,A ,5,H,32,18,BLANCA     ,NO,NO,64019
2015005915,1,MA,1,H,35,10,BLANCA     ,NO,NO,19853
2015005918,1,M ,2,M,55,5,BLANCA     ,SI,NO,14103
2015005921,1,B ,10,H,29,8,BLANCA     ,NO,NO,21547
2015005921,2,B ,10,M,32,9,BLANCA     ,NO,NO,16715
2015005922,1,A ,5,H,25,16,BLANCA     ,NO,NO,76553
2015005922,3,A ,5,H,23,16,BLANCA     ,NO,NO,76553
2015005923,1,MA,15,H,35,15,BLANCA     ,NO,NO,54554
2015005930,1,A ,7,H,29,15,BLANCA     ,NO,NO,73219.66667
2015005930,2,A ,7,M,35,17,BLANCA     ,NO,NO,69886.33333
2015005937,1,A ,7,H,29,10,BLANCA     ,NO,NO,56553
2015005937,2,A ,7,M,29,15,BLANCA     ,NO,NO,36015
2015005944,1,M ,13,H,25,9,BLANCA     ,NO,NO,25974
2015005947,2,B ,18,H,24,8,BLANCA     ,NO,NO,20553
2015005948,1,M ,12,H,48,16,BLANCA     ,NO,NO,29553
2015005948,2,M ,12,M,48,17,BLANCA     ,NO,NO,31553
2015005957,1,MB,12,H,56,6,BLANCA     ,SI,SI,22000
2015005959,1,MA,1,H,65,16,BLANCA     ,NO,NO,22546
2015005959,2,MA,1,M,61,10,OTRA       ,NO,NO,26546
2015005965,2,A ,5,H,67,12,BLANCA     ,NO,NO,53554
2015005972,1,A ,5,H,46,15,BLANCA     ,NO,NO,46546
2015005974,1,MA,4,M,45,18,BLANCA     ,NO,NO,68553
2015005974,2,MA,4,H,48,12,BLANCA     ,NO,NO,64753
2015005980,1,M ,11,H,60,12,BLANCA     ,NO,NO,14046
2015005980,2,M ,11,M,59,12,BLANCA     ,NO,NO,52546
2015005989,1,MB,13,H,55,6,BLANCA     ,NO,NO,14546
2015005989,3,MB,13,H,29,10,BLANCA     ,NO,NO,17546
2015005990,2,M ,3,H,54,18,BLANCA     ,NO,NO,39546
2015005991,1,A ,5,M,40,8,OTRA       ,NO,NO,18898
2015005996,1,M ,3,M,38,13,OTRA       ,NO,NO,26546
2015006002,1,MA,4,H,61,19,BLANCA     ,NO,NO,63546
2015006011,1,M ,3,H,45,10,BLANCA     ,NO,NO,34553
2015006011,2,M ,3,M,47,13,BLANCA     ,NO,NO,20257
2015006011,3,M ,3,H,23,13,BLANCA     ,NO,NO,17753
2015006012,1,MA,1,H,27,16,BLANCA     ,NO,NO,26546
2015006012,2,MA,1,M,23,16,BLANCA     ,NO,NO,33546
2015006013,2,MB,13,H,43,10,BLANCA     ,NO,NO,32553
2015006015,1,MA,2,H,54,16,BLANCA     ,NO,NO,70000
2015006015,2,MA,2,M,54,16,BLANCA     ,NO,NO,70000
2015006015,3,MA,2,M,28,16,BLANCA     ,NO,NO,28153
2015006015,4,MA,2,M,20,14,BLANCA     ,NO,NO,11953
2015006018,1,MB,9,H,39,12,BLANCA     ,NO,NO,32153
2015006018,2,MB,9,M,39,12,BLANCA     ,NO,NO,25053
2015006021,1,M ,3,H,42,16,BLANCA     ,NO,NO,65546
2015006021,2,M ,3,M,45,17,BLANCA     ,NO,NO,13046
2015006021,3,M ,3,H,19,13,BLANCA     ,NO,NO,15546
2015006023,1,MA,13,H,54,12,BLANCA     ,NO,NO,33546
2015006030,1,MB,1,H,46,6,BLANCA     ,SI,NO,15208
2015006030,2,MB,1,M,45,9,BLANCA     ,SI,NO,25014
2015006032,1,MA,2,M,38,18,BLANCA     ,NO,NO,47554
2015006032,2,MA,2,H,43,17,BLANCA     ,NO,NO,56554
2015006036,1,MA,4,H,54,17,BLANCA     ,NO,NO,17054
2015006038,1,MB,13,M,49,12,OTRA       ,NO,NO,31270
2015006044,1,M ,3,H,47,11,BLANCA     ,NO,NO,31554
2015006049,1,B ,11,H,36,5,BLANCA     ,NO,SI,28878
2015006050,2,M ,13,H,34,12,BLANCA     ,NO,NO,18546
2015006052,1,MB,11,M,47,8,BLANCA     ,NO,NO,14809
2015006052,2,MB,11,M,29,14,BLANCA     ,NO,NO,25043
2015006054,1,B ,9,H,29,10,AFRO       ,NO,NO,17546
2015006056,1,MB,9,H,28,6,BLANCA     ,NO,SI,15000
2015006058,2,M ,3,H,38,16,BLANCA     ,SI,NO,19166.66667
2015006068,1,B ,17,M,35,8,AFRO       ,NO,NO,29194
2015006068,2,B ,17,H,30,6,BLANCA     ,NO,NO,32546
2015006070,1,A ,5,M,40,12,BLANCA     ,NO,NO,41546
2015006085,1,MB,9,H,52,11,BLANCA     ,NO,NO,21554
2015006085,2,MB,9,M,48,10,BLANCA     ,NO,NO,12000
2015006088,1,MB,18,H,47,8,BLANCA     ,SI,NO,20000
2015006091,2,MB,6,M,45,12,AFRO       ,NO,NO,27554
