idhog,idper,estrato,comuna,sexo,edad,educ,ascendencia,salud,pobre,ingreso
2015029872,1,MA,3,M,36,20,BLANCA     ,NO,NO,40146
2015029872,2,MA,3,H,39,8,BLANCA     ,NO,NO,36546
2015029878,1,MA,2,M,30,15,BLANCA     ,NO,NO,31054
2015029879,2,M ,13,H,64,16,BLANCA     ,NO,NO,35662
2015029886,1,M ,3,H,48,10,BLANCA     ,NO,NO,15000
2015029886,2,M ,3,M,39,12,BLANCA     ,NO,NO,31553
2015029890,1,B ,9,H,55,6,BLANCA     ,NO,NO,16446
2015029899,1,B ,12,H,40,9,BLANCA     ,NO,NO,33553
2015029907,2,MB,6,M,62,9,BLANCA     ,NO,NO,28548
2015029912,1,A ,5,M,37,13,BLANCA     ,NO,NO,61853
2015029914,2,B ,17,M,22,11,BLANCA     ,NO,NO,14546
2015029926,1,MA,2,H,39,12,BLANCA     ,NO,NO,31553
2015029926,2,MA,2,M,42,18,BLANCA     ,NO,NO,43553
2015029928,1,M ,3,H,40,10,BLANCA     ,NO,NO,35553
2015029928,2,M ,3,M,49,16,BLANCA     ,NO,NO,37553
2015029930,1,A ,5,H,61,12,BLANCA     ,NO,NO,20215
2015029930,4,A ,5,H,34,9,BLANCA     ,NO,NO,11879.33333
2015029933,1,M ,1,M,34,14,BLANCA     ,NO,NO,16173
2015029933,2,M ,1,M,30,14,BLANCA     ,NO,NO,20373
2015029933,3,M ,1,H,26,14,BLANCA     ,NO,NO,24548
2015029933,4,M ,1,M,25,13,BLANCA     ,NO,NO,17173
2015029941,1,B ,10,M,51,10,BLANCA     ,NO,NO,18810
2015029941,2,B ,10,H,20,10,BLANCA     ,NO,NO,18554
2015029943,3,B ,10,H,39,11,BLANCA     ,NO,NO,31546
2015029952,1,A ,5,H,30,14,BLANCA     ,NO,NO,30548
2015029952,2,A ,5,M,27,15,BLANCA     ,NO,NO,41016
2015029953,1,A ,8,H,57,12,BLANCA     ,NO,NO,56046
2015029953,2,A ,8,M,57,16,BLANCA     ,NO,NO,36546
2015029953,3,A ,8,M,26,17,BLANCA     ,NO,NO,32886
2015029955,1,MB,16,H,49,8,BLANCA     ,SI,NO,14000
2015029968,1,M ,12,H,71,3,BLANCA     ,NO,NO,26553
2015029969,1,MB,9,H,52,9,BLANCA     ,NO,NO,36154
2015029969,2,MB,9,M,50,12,BLANCA     ,NO,NO,21754
2015029971,1,A ,2,M,53,23,BLANCA     ,NO,NO,79305
2015029975,2,A ,5,M,56,17,BLANCA     ,NO,NO,16554
2015029980,1,M ,8,H,65,17,BLANCA     ,NO,NO,66554
2015029980,2,M ,8,H,28,12,BLANCA     ,NO,NO,22148
2015029981,1,MB,11,H,29,9,OTRA       ,NO,NO,24948
2015029988,1,M ,6,H,53,9,BLANCA     ,NO,NO,22554
2015029988,2,M ,6,M,52,12,BLANCA     ,NO,NO,19554
2015029988,3,M ,6,M,26,11,BLANCA     ,NO,NO,16554
2015029994,1,M ,3,H,49,11,BLANCA     ,NO,NO,50000
2015029997,1,MA,16,H,44,9,BLANCA     ,NO,NO,25746
2015029997,2,MA,16,M,43,18,BLANCA     ,NO,NO,24546
2015029997,3,MA,16,H,23,15,BLANCA     ,NO,NO,46546
2015029998,1,MA,7,H,57,16,BLANCA     ,NO,NO,35546
2015029998,2,MA,7,M,55,16,BLANCA     ,NO,NO,41546
2015030003,1,MA,5,M,63,10,BLANCA     ,NO,NO,18000
2015030004,1,MB,14,H,44,13,BLANCA     ,NO,NO,43554
2015030004,2,MB,14,M,40,12,BLANCA     ,NO,NO,28554
2015030016,2,MA,2,M,59,12,BLANCA     ,NO,NO,23000
2015030016,3,MA,2,M,22,12,BLANCA     ,NO,NO,15553
2015030017,1,M ,13,H,45,12,BLANCA     ,NO,NO,31553
2015030017,2,M ,13,M,38,14,BLANCA     ,NO,NO,21553
2015030024,1,M ,13,M,53,3,BLANCA     ,NO,NO,19997
2015030024,2,M ,13,H,27,11,BLANCA     ,NO,NO,15000
2015030026,2,MA,13,M,51,14,BLANCA     ,NO,NO,18928
2015030026,3,MA,13,M,28,16,BLANCA     ,NO,NO,16548
2015030026,4,MA,13,M,25,16,BLANCA     ,NO,NO,31548
2015030032,2,A ,7,H,47,18,BLANCA     ,NO,NO,29546
2015030037,1,M ,3,M,48,10,BLANCA     ,NO,NO,21554
2015030038,1,M ,11,H,28,19,BLANCA     ,NO,NO,42853
2015030038,2,M ,11,M,27,14,BLANCA     ,NO,NO,19553
2015030041,1,MA,2,M,33,17,BLANCA     ,NO,NO,26546
2015030043,2,M ,1,H,24,14,BLANCA     ,NO,NO,12553
2015030044,1,MA,2,H,55,12,BLANCA     ,NO,NO,31597
2015030046,1,MA,2,M,59,18,BLANCA     ,NO,NO,27762
2015030046,2,MA,2,H,64,13,BLANCA     ,NO,NO,31546
2015030051,1,M ,13,H,36,9,BLANCA     ,NO,NO,18134
2015030053,1,B ,9,H,39,6,BLANCA     ,NO,NO,42730
2015030056,1,MB,12,H,50,13,BLANCA     ,NO,NO,41546
2015030056,2,MB,12,M,30,13,BLANCA     ,NO,NO,16546
2015030061,1,B ,10,M,45,18,BLANCA     ,NO,NO,41554
2015030061,2,B ,10,H,49,8,BLANCA     ,NO,NO,26554
2015030062,1,MA,2,H,38,10,BLANCA     ,NO,NO,25354
2015030066,2,B ,14,M,53,10,BLANCA     ,NO,NO,30916
2015030070,2,M ,13,M,30,13,BLANCA     ,NO,NO,13553
2015030070,3,M ,13,H,42,11,BLANCA     ,NO,NO,31553
2015030080,1,A ,5,H,32,19,OTRA       ,NO,NO,65000
2015030080,2,A ,5,M,31,19,OTRA       ,NO,NO,41000
2015030090,1,MB,9,H,56,9,BLANCA     ,NO,NO,41053
2015030090,2,MB,9,M,55,6,BLANCA     ,NO,NO,36061
2015030095,1,B ,18,H,32,16,AFRO       ,NO,NO,15553
2015030107,1,B ,9,M,51,6,BLANCA     ,NO,NO,23581
2015030107,2,B ,9,H,45,10,BLANCA     ,NO,NO,39705
2015030110,1,MA,1,M,57,11,BLANCA     ,NO,NO,46553
2015030125,1,A ,8,H,33,18,BLANCA     ,NO,NO,68220.66667
2015030125,2,A ,8,M,28,16,BLANCA     ,NO,NO,36666.66667
2015030126,2,MA,5,H,53,17,BLANCA     ,NO,NO,53548
2015030128,1,M ,6,M,42,17,BLANCA     ,NO,NO,71554
2015030128,2,M ,6,H,43,10,BLANCA     ,NO,NO,34854
2015030131,1,B ,17,H,21,10,BLANCA     ,NO,NO,24553
2015030132,1,MA,1,H,49,12,BLANCA     ,NO,NO,25553
2015030132,2,MA,1,M,42,16,BLANCA     ,NO,NO,31553
2015030138,1,MB,12,H,62,7,BLANCA     ,NO,NO,26554
2015030141,2,A ,7,M,31,18,BLANCA     ,NO,NO,41554
2015030143,1,M ,14,M,48,12,BLANCA     ,NO,NO,45720.66667
2015030156,1,A ,8,H,55,16,BLANCA     ,NO,NO,68554
2015030156,2,A ,8,M,48,21,BLANCA     ,NO,NO,51554
2015030161,1,MB,18,M,29,8,BLANCA     ,NO,NO,12146
2015030170,1,MA,7,H,46,15,BLANCA     ,NO,NO,51546
2015030172,1,M ,2,M,23,16,AFRO       ,NO,NO,14000
2015030184,1,MA,1,H,33,16,BLANCA     ,NO,NO,72848
2015030187,2,MA,2,H,38,11,BLANCA     ,NO,NO,30433
2015030198,1,MB,1,H,46,16,BLANCA     ,NO,NO,26553
2015030201,1,A ,8,H,70,18,BLANCA     ,NO,NO,91546
2015030206,1,MA,3,M,59,12,BLANCA     ,NO,NO,15054
2015030214,2,B ,9,H,28,7,BLANCA     ,SI,NO,18554
2015030214,3,B ,9,M,43,6,BLANCA     ,SI,NO,13254
2015030218,1,A ,8,M,48,15,BLANCA     ,NO,NO,55546
2015030220,1,MA,5,M,52,11,BLANCA     ,NO,NO,30108
2015030220,2,MA,5,M,26,17,BLANCA     ,NO,NO,36554
2015030222,2,M ,2,M,30,14,BLANCA     ,NO,NO,21546
2015030222,3,M ,2,M,29,14,BLANCA     ,NO,NO,14546
2015030222,4,M ,2,M,25,16,BLANCA     ,NO,NO,14546
2015030225,1,MB,12,M,55,15,BLANCA     ,NO,NO,50554
2015030225,2,MB,12,M,26,17,BLANCA     ,NO,NO,51470.66667
2015030226,2,MB,17,H,34,8,BLANCA     ,NO,NO,16713
2015030236,1,M ,6,M,61,10,BLANCA     ,NO,NO,14546
2015030236,2,M ,6,H,32,9,BLANCA     ,NO,NO,14110
2015030239,2,MB,12,H,69,8,BLANCA     ,NO,NO,30000
2015030246,1,MB,11,H,38,9,BLANCA     ,NO,NO,20054
2015030258,2,M ,9,H,18,7,BLANCA     ,SI,NO,15000
2015030263,1,MA,4,M,47,17,AFRO       ,NO,NO,39554
2015030266,1,M ,11,H,30,11,BLANCA     ,NO,NO,31553
2015030266,2,M ,11,M,27,11,AFRO       ,NO,NO,17953
2015030274,1,B ,10,H,45,9,BLANCA     ,NO,NO,17046
2015030277,1,MA,4,M,54,23,BLANCA     ,NO,NO,70546
2015030283,1,M ,6,H,48,13,BLANCA     ,NO,NO,42554
2015030287,1,B ,12,M,27,12,BLANCA     ,SI,SI,11554
2015030309,1,MA,2,H,24,15,BLANCA     ,NO,NO,15546
2015030309,2,MA,2,H,24,17,BLANCA     ,NO,NO,30000
2015030315,1,MB,6,H,37,16,BLANCA     ,NO,NO,31554
2015030317,1,M ,2,M,29,12,BLANCA     ,NO,NO,22554
2015030317,2,M ,2,H,28,14,BLANCA     ,NO,NO,21554
2015030317,3,M ,2,H,28,11,BLANCA     ,SI,NO,18000
2015030317,4,M ,2,M,24,14,BLANCA     ,NO,NO,19554
2015030323,2,B ,10,M,58,6,BLANCA     ,NO,NO,13054
2015030329,1,M ,14,H,53,10,BLANCA     ,NO,NO,30719.66667
2015030329,2,M ,14,M,52,18,BLANCA     ,NO,NO,16553
2015030329,4,M ,14,M,24,12,BLANCA     ,NO,NO,24053
2015030335,1,MA,13,M,33,10,BLANCA     ,NO,NO,20046
2015030335,3,MA,13,H,37,10,BLANCA     ,NO,NO,29546
2015030344,1,A ,8,H,76,11,BLANCA     ,NO,NO,48000
2015030344,2,A ,8,M,64,13,BLANCA     ,NO,NO,49546
2015030344,3,A ,8,H,34,10,BLANCA     ,NO,NO,44706
2015030347,1,B ,12,H,46,6,BLANCA     ,NO,NO,41554
2015030347,2,B ,12,M,38,10,BLANCA     ,NO,NO,26554
2015030348,1,MA,7,H,50,12,BLANCA     ,NO,NO,71554
2015030348,2,MA,7,M,43,10,BLANCA     ,NO,NO,47854
2015030351,1,M ,3,M,63,12,BLANCA     ,NO,NO,43554
2015030356,1,A ,5,M,41,15,BLANCA     ,NO,NO,52548
2015030358,1,M ,14,H,56,18,BLANCA     ,NO,NO,71553
2015030358,3,M ,14,M,28,17,BLANCA     ,NO,NO,22553
2015030361,1,A ,7,H,51,18,BLANCA     ,NO,NO,61546
2015030361,2,A ,7,M,50,17,BLANCA     ,NO,NO,24546
2015030372,1,MB,13,H,41,9,BLANCA     ,NO,NO,21554
2015030376,4,M ,3,H,26,7,BLANCA     ,NO,NO,17553
2015030388,1,MA,2,M,36,16,BLANCA     ,NO,NO,20553
2015030391,1,MA,13,M,36,15,BLANCA     ,NO,SI,14046
2015030391,2,MA,13,H,42,15,BLANCA     ,NO,SI,13546
2015030394,1,MA,5,M,50,16,BLANCA     ,NO,NO,61546
2015030395,1,B ,17,H,35,8,BLANCA     ,NO,NO,24746
2015030399,1,M ,2,H,42,18,BLANCA     ,NO,NO,68220.66667
2015030403,1,A ,2,H,56,6,OTRA       ,NO,NO,41546
2015030406,1,MB,12,M,48,13,BLANCA     ,NO,NO,18594
2015030411,1,M ,6,H,54,9,BLANCA     ,NO,NO,31546
2015030416,1,B ,9,M,42,10,BLANCA     ,SI,NO,13153
2015030418,1,M ,6,H,27,11,BLANCA     ,NO,NO,25553
2015030421,1,MB,18,H,59,11,BLANCA     ,NO,NO,20036
2015030431,1,M ,11,M,56,10,BLANCA     ,SI,NO,15400
2015030436,1,MA,2,M,33,23,BLANCA     ,NO,NO,58553
2015030436,2,MA,2,H,36,14,BLANCA     ,NO,NO,61553
2015030441,1,MA,1,M,25,16,BLANCA     ,NO,NO,15554
2015030441,2,MA,1,H,33,13,OTRA       ,NO,NO,29880
2015030448,1,MB,14,H,43,11,BLANCA     ,NO,NO,19053
2015030448,2,MB,14,M,38,11,BLANCA     ,NO,NO,19553
2015030451,1,B ,17,M,36,6,BLANCA     ,SI,SI,15053
2015030452,1,MB,10,M,38,16,BLANCA     ,NO,NO,53548
2015030455,1,B ,18,H,44,6,BLANCA     ,SI,NO,13000
2015030455,2,B ,18,H,19,8,BLANCA     ,NO,NO,12553
2015030457,3,M ,9,M,39,6,BLANCA     ,SI,NO,11350
2015030462,1,MB,10,H,54,6,OTRA       ,NO,SI,11953
2015030464,1,MB,11,M,34,10,BLANCA     ,NO,NO,23728
2015030466,3,MA,16,M,38,15,BLANCA     ,NO,NO,25546
2015030469,1,M ,14,M,62,10,BLANCA     ,NO,NO,23554
2015030469,2,M ,14,H,64,6,BLANCA     ,NO,NO,21554
2015030471,1,MA,12,M,44,15,BLANCA     ,NO,NO,21546
2015030474,2,MA,4,M,37,18,BLANCA     ,NO,NO,55458
2015030478,2,A ,5,M,51,15,BLANCA     ,NO,NO,29881.33333
2015030486,3,M ,17,M,26,13,BLANCA     ,NO,NO,14554
2015030486,4,M ,17,H,23,15,BLANCA     ,NO,NO,13554
2015030487,2,MB,15,H,26,7,BLANCA     ,NO,SI,18554
2015030488,1,A ,5,H,53,17,BLANCA     ,NO,NO,71554
2015030506,1,MB,9,H,38,14,BLANCA     ,NO,NO,52546
2015030506,2,MB,9,M,36,12,BLANCA     ,NO,NO,13046
2015030508,1,B ,6,M,52,14,BLANCA     ,NO,NO,41553
2015030509,2,MB,10,M,45,8,BLANCA     ,NO,NO,21810
2015030509,3,MB,10,H,49,9,BLANCA     ,NO,NO,38054
2015030509,4,MB,10,H,21,12,BLANCA     ,NO,NO,11404
2015030511,1,MA,6,M,46,14,BLANCA     ,NO,NO,20000
2015030512,1,MB,6,M,32,10,BLANCA     ,NO,NO,17954
2015030513,2,MB,11,H,30,11,BLANCA     ,NO,NO,27577
2015030520,1,M ,1,M,26,15,BLANCA     ,NO,NO,46698
2015030521,1,MB,11,H,31,12,BLANCA     ,NO,NO,59306
2015030521,2,MB,11,M,23,12,BLANCA     ,NO,NO,18554
2015030522,2,A ,7,M,56,24,BLANCA     ,NO,NO,33250
2015030525,1,M ,3,H,38,12,BLANCA     ,SI,NO,15000
2015030527,1,MB,11,H,37,12,BLANCA     ,NO,NO,16554
2015030528,1,MB,9,H,61,9,BLANCA     ,NO,NO,44660
2015030528,3,MB,9,H,35,11,BLANCA     ,NO,NO,19546
2015030535,1,M ,12,H,32,12,BLANCA     ,NO,NO,44553
2015030535,2,M ,12,M,28,13,BLANCA     ,NO,NO,26553
2015030537,1,B ,18,H,30,10,BLANCA     ,NO,NO,21053
2015030541,2,MA,7,M,27,10,BLANCA     ,NO,NO,21053
2015030542,1,M ,6,M,40,16,BLANCA     ,NO,NO,47553
2015030545,2,B ,11,H,28,14,BLANCA     ,NO,NO,13546
2015030546,1,MA,1,H,57,16,BLANCA     ,NO,NO,13546
2015030546,2,MA,1,H,28,15,BLANCA     ,NO,NO,35546
2015030551,1,B ,11,H,34,11,BLANCA     ,NO,NO,18554
2015030551,2,B ,11,M,25,11,BLANCA     ,NO,NO,11354
2015030561,1,M ,3,H,55,9,BLANCA     ,NO,NO,13553
2015030562,1,MB,9,H,69,6,BLANCA     ,NO,NO,46553
2015030565,2,MB,14,H,21,5,AFRO       ,SI,SI,11000
2015030565,6,MB,14,M,40,7,BLANCA     ,NO,SI,20457
2015030566,1,B ,10,H,24,6,BLANCA     ,NO,NO,12800
2015030566,2,B ,10,M,27,9,BLANCA     ,SI,NO,29784
2015030572,1,M ,15,H,43,10,BLANCA     ,NO,NO,61546
2015030572,2,M ,15,M,43,16,BLANCA     ,NO,NO,12046
2015030573,1,MA,5,M,45,17,BLANCA     ,NO,NO,23554
2015030573,2,MA,5,M,35,21,BLANCA     ,NO,NO,56554
2015030576,1,MA,4,M,53,12,BLANCA     ,NO,NO,61546
2015030576,2,MA,4,H,58,9,BLANCA     ,NO,NO,50046
2015030590,1,B ,12,M,55,6,BLANCA     ,NO,NO,16926
2015030605,1,MA,4,M,24,17,BLANCA     ,NO,NO,31553
2015030609,3,M ,9,H,43,9,BLANCA     ,NO,NO,20000
2015030611,1,M ,2,M,28,13,BLANCA     ,NO,NO,18000
2015030621,1,M ,14,H,28,9,AFRO       ,NO,NO,23346
2015030622,2,M ,14,M,68,9,BLANCA     ,NO,NO,14546
2015030628,1,MA,2,M,38,20,BLANCA     ,NO,NO,85554
2015030628,2,MA,2,H,42,14,BLANCA     ,NO,NO,44554
2015030631,1,M ,13,H,57,6,BLANCA     ,SI,NO,15000
2015030635,3,B ,11,M,25,7,BLANCA     ,NO,NO,16053
2015030635,4,B ,11,H,28,6,BLANCA     ,NO,NO,16553
2015030637,2,MB,11,M,37,9,BLANCA     ,NO,NO,15000
2015030641,1,M ,13,H,45,12,BLANCA     ,NO,NO,32554
2015030641,2,M ,13,H,42,12,BLANCA     ,NO,NO,18554
2015030643,1,MA,2,H,25,15,BLANCA     ,NO,NO,22553
2015030650,1,A ,7,H,44,17,BLANCA     ,NO,NO,61546
2015030650,2,A ,7,M,37,17,BLANCA     ,NO,NO,79086
2015030655,1,B ,13,H,41,8,BLANCA     ,NO,SI,28790
2015030658,3,MA,6,H,34,12,BLANCA     ,NO,NO,40470
2015030658,4,MA,6,H,28,15,BLANCA     ,NO,NO,30493
2015030663,1,MB,9,H,48,8,BLANCA     ,NO,NO,29454
2015030676,1,MA,5,M,41,16,BLANCA     ,NO,NO,37553
2015030679,1,M ,14,H,55,9,BLANCA     ,NO,NO,37346
2015030679,3,M ,14,H,24,10,BLANCA     ,NO,NO,20546
2015030681,1,M ,6,H,42,12,BLANCA     ,SI,NO,17548
2015030683,1,B ,9,H,33,11,BLANCA     ,NO,NO,35426
2015030684,1,M ,2,H,39,17,BLANCA     ,NO,NO,52546
2015030684,2,M ,2,M,36,13,OTRA       ,NO,NO,39546
2015030689,1,MA,2,M,32,17,BLANCA     ,NO,NO,28636.33333
2015030694,1,MB,10,M,32,14,BLANCA     ,NO,NO,33568
2015030694,2,MB,10,H,33,11,BLANCA     ,NO,NO,20053
2015030698,1,M ,3,H,41,9,BLANCA     ,NO,NO,16553
2015030708,1,M ,14,H,40,6,BLANCA     ,NO,NO,35554
2015030712,1,MA,6,H,42,12,BLANCA     ,NO,NO,31553
2015030712,2,MA,6,M,38,16,BLANCA     ,NO,NO,39553
2015030722,1,A ,5,M,62,13,BLANCA     ,NO,NO,11546
2015030726,3,M ,12,H,30,11,BLANCA     ,NO,NO,16553
2015030727,1,MA,5,H,54,12,BLANCA     ,NO,NO,37484
2015030727,3,MA,5,M,25,12,BLANCA     ,NO,NO,19553
2015030728,1,MB,11,M,26,14,BLANCA     ,NO,NO,19348
2015030728,2,MB,11,M,26,14,BLANCA     ,SI,NO,14248
2015030728,3,MB,11,M,27,20,BLANCA     ,NO,NO,18548
2015030735,1,A ,5,H,32,15,BLANCA     ,NO,NO,29753
2015030735,2,A ,5,H,34,16,BLANCA     ,NO,NO,44553
2015030735,3,A ,5,H,32,19,BLANCA     ,NO,NO,21553
2015030735,4,A ,5,H,28,8,BLANCA     ,NO,NO,22933
2015030742,2,M ,9,H,38,6,BLANCA     ,NO,SI,21554
2015030742,3,M ,9,M,34,6,BLANCA     ,SI,SI,11554
2015030744,2,M ,15,H,30,12,BLANCA     ,SI,NO,18000
2015030744,3,M ,15,H,25,17,BLANCA     ,NO,NO,20546
2015030745,1,MB,9,H,29,11,BLANCA     ,NO,NO,23079
2015030745,2,MB,9,M,30,12,BLANCA     ,NO,NO,27553
2015030747,1,M ,13,M,54,12,BLANCA     ,NO,NO,39048
2015030751,2,MB,11,H,55,10,BLANCA     ,NO,SI,13554
2015030753,2,M ,14,H,34,12,BLANCA     ,NO,NO,24354
2015030757,1,MB,9,H,29,10,BLANCA     ,NO,NO,19554
2015030757,2,MB,9,M,29,15,BLANCA     ,NO,NO,14354
2015030758,1,MB,13,M,44,14,BLANCA     ,NO,NO,31546
2015030759,1,M ,3,H,35,11,BLANCA     ,NO,NO,22554
2015030759,3,M ,3,M,29,18,BLANCA     ,NO,NO,20554
2015030763,1,MA,2,M,66,16,BLANCA     ,NO,NO,18053
2015030764,1,A ,5,M,25,12,BLANCA     ,NO,NO,31446
2015030770,1,MA,6,M,57,12,BLANCA     ,NO,NO,32554
2015030775,1,MA,7,H,31,13,BLANCA     ,NO,NO,18553
2015030775,2,MA,7,M,30,12,BLANCA     ,NO,NO,17553
2015030779,1,A ,5,H,59,17,BLANCA     ,NO,NO,48554
2015030779,2,A ,5,M,56,12,BLANCA     ,NO,NO,28814
2015030790,3,M ,9,M,20,9,BLANCA     ,SI,NO,12546
2015030793,1,MB,17,H,50,11,BLANCA     ,NO,NO,32553
2015030793,3,MB,17,M,55,14,BLANCA     ,NO,NO,15553
2015030796,2,MB,9,H,22,8,BLANCA     ,NO,NO,20546
2015030799,1,MB,11,M,38,11,BLANCA     ,NO,SI,10546
2015030800,2,MB,9,H,61,5,AFRO       ,SI,SI,11546
2015030802,1,B ,17,H,47,6,OTRA       ,NO,NO,32653
2015030803,1,B ,9,H,42,13,BLANCA     ,NO,NO,34253
2015030807,2,M ,12,H,42,8,BLANCA     ,NO,NO,25554
2015030808,2,MA,1,M,53,16,BLANCA     ,NO,NO,34546
2015030809,1,MA,12,M,40,16,BLANCA     ,NO,NO,26546
2015030810,1,M ,11,H,34,10,BLANCA     ,NO,NO,31553
2015030811,1,M ,2,H,38,14,BLANCA     ,NO,NO,40000
2015030814,2,B ,18,M,23,7,AFRO       ,NO,SI,10554
2015030816,2,MA,5,H,52,12,BLANCA     ,SI,NO,20000
2015030817,1,MA,2,M,50,19,BLANCA     ,NO,NO,68546
2015030817,2,MA,2,M,23,18,BLANCA     ,NO,NO,47805
2015030818,2,M ,11,M,52,10,BLANCA     ,NO,NO,22548
2015030821,1,B ,9,M,78,2,BLANCA     ,NO,SI,15000
2015030824,1,MA,15,H,28,16,BLANCA     ,NO,NO,32546
2015030830,1,MA,5,H,33,17,BLANCA     ,NO,NO,61546
2015030835,1,M ,6,H,28,16,BLANCA     ,NO,NO,76546
2015030842,1,MA,2,H,29,16,BLANCA     ,NO,NO,31553
2015030842,2,MA,2,H,28,20,BLANCA     ,NO,NO,39553
2015030849,2,MB,16,H,42,10,BLANCA     ,NO,NO,28000
2015030859,1,MA,5,H,43,8,AFRO       ,NO,NO,11546
2015030863,1,A ,5,H,62,14,BLANCA     ,NO,NO,32223
2015030867,1,MA,2,H,30,9,BLANCA     ,NO,NO,19058
2015030867,2,MA,2,M,27,15,BLANCA     ,NO,NO,13678
2015030871,1,B ,14,H,57,9,BLANCA     ,NO,NO,11553
2015030871,2,B ,14,M,58,12,BLANCA     ,NO,NO,21553
2015030875,1,MA,2,M,49,17,BLANCA     ,NO,NO,26546
2015030875,2,MA,2,H,48,15,BLANCA     ,NO,NO,41546
2015030878,2,MA,5,M,42,16,BLANCA     ,NO,NO,18546
2015030885,1,M ,12,M,66,16,BLANCA     ,NO,NO,13554
2015030886,1,M ,3,M,24,12,BLANCA     ,NO,NO,48046
2015030886,2,M ,3,H,24,15,BLANCA     ,NO,NO,28546
2015030887,2,MB,9,M,20,9,AFRO       ,SI,SI,15053
2015030889,1,MB,9,H,66,6,BLANCA     ,NO,NO,21548
2015030889,2,MB,9,M,41,13,BLANCA     ,NO,NO,31548
2015030889,5,MB,9,M,57,6,AFRO       ,SI,NO,26548
2015030895,1,MA,16,H,39,16,BLANCA     ,NO,NO,32546
2015030896,3,M ,16,H,35,12,BLANCA     ,NO,NO,26554
2015030896,4,M ,16,M,34,17,BLANCA     ,NO,NO,19554
2015030903,1,MA,2,M,22,16,BLANCA     ,NO,NO,13235
2015030909,2,MA,2,M,65,14,BLANCA     ,NO,NO,11546
2015030918,2,M ,15,H,53,17,BLANCA     ,NO,NO,24553
2015030921,1,A ,5,H,52,23,BLANCA     ,NO,NO,77553
2015030921,2,A ,5,M,53,24,BLANCA     ,NO,NO,79553
2015030924,1,M ,9,H,39,16,BLANCA     ,NO,NO,66554
2015030924,2,M ,9,M,38,18,BLANCA     ,NO,NO,19554
2015030925,1,MA,16,H,40,15,BLANCA     ,NO,NO,74546
2015030925,2,MA,16,M,49,17,BLANCA     ,NO,NO,81546
2015030926,1,B ,11,M,40,15,BLANCA     ,NO,NO,47353
2015030926,2,B ,11,H,35,9,BLANCA     ,NO,NO,44353
2015030929,1,MB,17,H,56,11,BLANCA     ,NO,NO,43553
2015030930,2,MB,14,M,28,14,BLANCA     ,NO,NO,33046
2015030931,1,MA,3,M,46,14,BLANCA     ,NO,NO,43546
2015030931,2,MA,3,M,43,6,BLANCA     ,NO,NO,35446
2015030939,3,MA,5,H,26,12,BLANCA     ,NO,NO,28054
2015030939,4,MA,5,H,29,12,BLANCA     ,NO,NO,45054
2015030958,1,M ,6,H,26,13,BLANCA     ,NO,NO,38053
2015030958,2,M ,6,M,26,15,BLANCA     ,NO,NO,27753
2015030959,1,M ,17,H,53,8,BLANCA     ,NO,NO,14580
2015030973,1,B ,9,H,61,6,BLANCA     ,SI,NO,15000
2015030983,1,A ,5,H,33,13,BLANCA     ,NO,NO,40394
2015030983,2,A ,5,M,33,17,BLANCA     ,NO,NO,72970.66667
2015030988,1,MB,11,M,50,14,BLANCA     ,NO,NO,26554
2015030988,2,MB,11,M,22,12,BLANCA     ,NO,NO,25554
2015030988,3,MB,11,H,17,11,BLANCA     ,NO,NO,12554
2015030998,1,MA,2,M,67,21,BLANCA     ,NO,NO,52546
2015031001,2,MB,14,H,33,11,BLANCA     ,NO,NO,21553
2015031006,1,B ,11,H,26,6,BLANCA     ,SI,NO,25000
2015031008,1,M ,14,M,33,16,BLANCA     ,NO,NO,24554
2015031008,2,M ,14,H,28,9,BLANCA     ,NO,NO,20054
2015031010,1,M ,9,M,58,18,BLANCA     ,NO,NO,31553
2015031010,2,M ,9,M,32,15,BLANCA     ,NO,NO,51553
2015031010,3,M ,9,H,31,12,BLANCA     ,NO,NO,11433
2015031011,1,B ,18,M,66,12,BLANCA     ,NO,NO,22053
2015031012,1,MB,13,H,63,6,BLANCA     ,NO,NO,50203
2015031012,3,MB,13,H,22,9,BLANCA     ,NO,NO,31553
2015031013,1,MB,13,H,56,10,BLANCA     ,NO,NO,31554
2015031014,1,MA,3,H,25,14,BLANCA     ,NO,NO,38903
2015031018,2,MA,6,H,33,12,BLANCA     ,NO,NO,27802
2015031044,2,M ,15,H,60,13,BLANCA     ,NO,NO,20053
2015031053,1,MA,7,M,54,14,BLANCA     ,NO,NO,38548
2015031053,2,MA,7,H,25,12,BLANCA     ,NO,NO,22548
2015031057,2,M ,8,M,62,10,BLANCA     ,NO,NO,44553
2015031058,2,B ,12,H,32,7,BLANCA     ,SI,NO,21546
2015031059,2,MB,13,H,39,8,BLANCA     ,NO,NO,31554
2015031069,1,M ,11,H,61,15,BLANCA     ,NO,NO,14046
2015031069,2,M ,11,M,56,6,BLANCA     ,NO,NO,13946
2015031071,1,MB,14,H,60,6,BLANCA     ,NO,NO,18554
2015031071,2,MB,14,M,61,3,BLANCA     ,NO,NO,12554
2015031071,3,MB,14,M,26,11,BLANCA     ,NO,NO,13554
2015031072,1,MA,2,M,80,12,BLANCA     ,NO,NO,21546
2015031076,1,MA,16,M,47,13,BLANCA     ,NO,NO,57548
2015031078,2,MA,7,H,55,7,BLANCA     ,NO,NO,20000
